iter	MultiClass
383	0.4452980304
384	0.4444260537
385	0.443345023
386	0.4426832351
387	0.4419060142
388	0.44093333
389	0.4400626275
390	0.4388804153
391	0.4378977198
392	0.4372790315
393	0.4362847817
394	0.4354873637
395	0.434993975
396	0.4341908112
397	0.4333012363
398	0.432338437
399	0.4319882551
400	0.4308122474
401	0.4302074112
402	0.4291810504
403	0.4285107022
404	0.4277256048
405	0.4270309943
406	0.4259410879
407	0.4254804948
408	0.4245568191
409	0.4239871208
410	0.4228438887
411	0.4219912722
412	0.4208228639
413	0.4201333298
414	0.4196795692
415	0.4191502968
416	0.4184376802
417	0.4177807759
418	0.4168429454
419	0.4157384316
420	0.415100818
421	0.4144863725
422	0.4136186516
423	0.4130333798
424	0.4119209764
425	0.4113353421
426	0.4104177038
427	0.4094836399
428	0.4086735123
429	0.4074866517
430	0.4068348343
431	0.4055298434
432	0.404763986
433	0.4041286386
434	0.4034579598
435	0.4026951
436	0.4018128698
437	0.4010324501
438	0.4001541083
439	0.3997060778
440	0.3991083801
441	0.3984166058
442	0.3977478275
443	0.3970751578
444	0.3964346429
445	0.3957775994
446	0.395100915
447	0.3940463848
448	0.3933306406
449	0.3926431409
450	0.3920022076
451	0.3911575249
452	0.3903359019
453	0.3896049881
454	0.3889265059
455	0.3885795842
456	0.3875649562
457	0.3869347629
458	0.3862383374
459	0.3855131768
460	0.3848036464
461	0.384042446
462	0.3836402954
463	0.3832279879
464	0.3824830905
465	0.3815211098
466	0.3806993898
467	0.3804129989
468	0.379903777
469	0.379047835
470	0.3783839431
471	0.3775875862
472	0.3767100493
473	0.3762715234
474	0.3756103576
475	0.3749074143
476	0.3743096258
477	0.3732963352
478	0.3728549129
479	0.371895121
480	0.3713118748
481	0.3704935875
482	0.3699325219
483	0.3693592737
484	0.3686465195
485	0.3678947903
486	0.3672318104
487	0.3663476924
488	0.365693338
489	0.3648390686
490	0.3639517521
491	0.3630187153
492	0.3621684929
493	0.3615691262
494	0.3611086587
495	0.3605141576
496	0.3597375921
497	0.3592629953
498	0.3584106939
499	0.3575564531
500	0.3569542255
501	0.3562902528
502	0.3553607876
503	0.3546238909
504	0.3541247129
505	0.3534756953
506	0.3530161421
507	0.3526806013
508	0.3521290256
509	0.3516818336
510	0.3511550127
511	0.3504397334
512	0.349655739
513	0.3489321361
514	0.3481815188
515	0.3474618698
516	0.3471002249
517	0.3464873508
518	0.3457738706
519	0.3452182302
520	0.3445639603
521	0.3438583139
522	0.3433981385
523	0.342965435
524	0.3425245175
525	0.341844368
526	0.3411490834
527	0.3407788288
528	0.3401411506
529	0.3393948089
530	0.3384679965
531	0.3378396984
532	0.3370307418
533	0.3365065237
534	0.3360140395
535	0.3355714614
536	0.335045138
537	0.3345837795
538	0.3339689178
539	0.333593705
540	0.3328203069
541	0.3325243772
542	0.3318435626
543	0.3311596011
544	0.3305555383
545	0.3301560835
546	0.3294225017
547	0.3288857382
548	0.328083422
549	0.3275334478
550	0.3269099327
551	0.3264760609
552	0.3258735635
553	0.3255289719
554	0.325036348
555	0.3243289344
556	0.3238160899
557	0.3230105251
558	0.3226090063
559	0.3220088884
560	0.3214780964
561	0.3206662587
562	0.3202993497
563	0.3196968652
564	0.3190697388
565	0.3187451908
566	0.3181751963
567	0.3178235774
568	0.317252455
569	0.3166650251
570	0.3162560408
571	0.3157074304
572	0.3150885627
573	0.3146422085
574	0.3139917279
575	0.3134660953
576	0.3128946921
577	0.3123214799
578	0.3119452675
579	0.3115914786
580	0.3112299031
581	0.3107792925
582	0.310239375
583	0.3099134539
584	0.309488951
585	0.3088811797
586	0.3083189684
587	0.3080243625
588	0.3075438409
589	0.3071239675
590	0.3065849371
591	0.3059804218
592	0.3052464025
593	0.3048872985
594	0.3043704552
595	0.3038317444
596	0.3033598681
597	0.3028217672
598	0.302485741
599	0.3021824262
600	0.3017849385
601	0.3013449761
602	0.3005897384
603	0.299986132
604	0.2996368476
605	0.2991251684
606	0.298699575
607	0.2982098882
608	0.2978116002
609	0.2973690806
610	0.2969997375
611	0.2964032398
612	0.295774485
613	0.295260109
614	0.2948830194
615	0.2943662852
616	0.293734833
617	0.2932196027
618	0.2929144865
619	0.2925766976
620	0.2922743008
621	0.2917966646
622	0.2912009409
623	0.2905879092
624	0.290299188
625	0.2897931327
626	0.2894564599
627	0.289037048
628	0.2885940985
629	0.288080736
630	0.2873525417
631	0.2869929874
632	0.2864586875
633	0.2862491534
634	0.2858690362
635	0.2854227193
636	0.2850042281
637	0.2845973608
638	0.2842533269
639	0.2837717423
640	0.2831394327
641	0.2825217105
642	0.2820127335
643	0.2814346289
644	0.2808827797
645	0.2804362136
646	0.27987478
647	0.2794169739
648	0.2791271671
649	0.2788001107
650	0.2783957946
651	0.2778860311
652	0.2776528653
653	0.2771447136
654	0.2769112639
655	0.2764398126
656	0.2760187216
657	0.2754411703
658	0.2750527882
659	0.2747232647
660	0.274324377
661	0.2738851256
662	0.2736503653
663	0.2733452488
664	0.2729042608
665	0.2724932004
666	0.2722110961
667	0.271846667
668	0.2715060713
669	0.2711654906
670	0.2707773482
671	0.2705276855
672	0.2700298474
673	0.2695142839
674	0.2691118831
675	0.2687923369
676	0.2684417464
677	0.2680705822
678	0.2673197892
679	0.2669074375
680	0.266374396
681	0.2658455034
682	0.2655640698
683	0.2652840115
684	0.2649842193
685	0.2644912384
686	0.264077421
687	0.2637650472
688	0.2633665463
689	0.2628475117
690	0.2626494266
691	0.2621734196
692	0.2619254422
693	0.2616152823
694	0.2612870666
695	0.2608325996
696	0.2603675485
697	0.2598555851
698	0.2595754626
699	0.2592516827
700	0.2588437376
701	0.2586335966
702	0.2583217129
703	0.2577128228
704	0.257487866
705	0.2569339481
706	0.2566411935
707	0.2562499932
708	0.2557722736
709	0.2553382549
710	0.2549070373
711	0.2543877309
712	0.2540973134
713	0.2536437011
714	0.2533266919
715	0.2531155629
716	0.252583358
717	0.2523731398
718	0.251947023
719	0.2514897715
720	0.2510423813
721	0.2506523588
722	0.2504472675
723	0.2500773707
724	0.2496525738
725	0.2490798779
726	0.2486631789
727	0.2483754155
728	0.2477910023
729	0.2474577182
730	0.2471934622
731	0.2468121407
732	0.2464981242
733	0.2459970303
734	0.2455883427
735	0.2452437694
736	0.244803529
737	0.2445778729
738	0.2442874067
739	0.2438848934
740	0.2434250605
741	0.2430132813
742	0.2426137015
743	0.2421131388
744	0.2418076283
745	0.2415365604
746	0.24129516
747	0.2408176173
748	0.2405507713
749	0.2400370137
750	0.2397181277
751	0.2394237335
752	0.2389973145
753	0.2386412671
754	0.238303214
755	0.2379932116
756	0.2378243265
757	0.2374489328
758	0.2369936633
759	0.2366207284
760	0.2362242862
761	0.2359983253
762	0.2357300207
763	0.2353198573
764	0.2351141883
765	0.2345536673
766	0.2342445873
767	0.2338871177
768	0.2335972772
769	0.2334269601
770	0.2329615209
771	0.2324254376
772	0.2322655279
773	0.2318843037
774	0.2315243941
775	0.2312136811
776	0.2309082484
777	0.230712412
778	0.2305097719
779	0.2300938717
780	0.2297585094
781	0.2294523335
782	0.2291851556
783	0.2287980182
784	0.2283728898
785	0.2281518348
786	0.227758459
787	0.2275270281
788	0.2272686775
789	0.2269452888
790	0.2263969715
791	0.2260461406
792	0.2257027037
793	0.2254775749
794	0.2251266765
795	0.2248573742
796	0.2244911896
797	0.2241749304
798	0.2239150585
799	0.2235660801
800	0.2232059228
801	0.2227831247
802	0.2225018455
803	0.2222030196
804	0.2218409619
805	0.2214391294
806	0.221130384
807	0.2208246005
808	0.2206634953
809	0.2202415788
810	0.2199033361
811	0.2194140372
812	0.2191352552
813	0.2188169463
814	0.2184688046
815	0.2182584476
816	0.2179813561
817	0.2176936469
818	0.2173305978
819	0.2170863829
820	0.2168082877
821	0.2164960102
822	0.2160299667
823	0.2156375253
824	0.2154838067
825	0.2152236991
826	0.21496019
827	0.2147262712
828	0.2143613722
829	0.2140618976
830	0.2137867874
831	0.2134391749
832	0.2131310044
833	0.2127700773
834	0.2126542115
835	0.2122115143
836	0.2117527609
837	0.2114714875
838	0.2112179413
839	0.2108491758
840	0.2106189487
841	0.210381194
842	0.2100800519
843	0.2098584524
844	0.2095762899
845	0.2093747488
846	0.2090974067
847	0.2087383968
848	0.2084501031
849	0.2081307029
850	0.2078443443
851	0.2074830534
852	0.2071220206
853	0.2068206304
854	0.2065196624
855	0.2061406347
856	0.2058426533
857	0.2055327627
858	0.2052809146
859	0.2050402099
860	0.2046402927
861	0.2043650639
862	0.203941632
863	0.2037795393
864	0.2034218307
865	0.2031690531
866	0.2027694107
867	0.2024273738
868	0.2021507172
869	0.2019223997
870	0.2015363874
871	0.2012401886
872	0.2008503146
873	0.2004015574
874	0.2001771522
875	0.1999604959
876	0.1998061779
877	0.199552833
878	0.1992671421
879	0.1990661775
880	0.1986997752
881	0.1985353112
882	0.1982813283
883	0.1980126843
884	0.1978813063
885	0.1977305605
886	0.197458997
887	0.1971599578
888	0.1970018932
889	0.1969112999
890	0.1966413384
891	0.1965433784
892	0.1964045725
893	0.1962435154
894	0.1960453085
895	0.1958470323
896	0.1956412012
897	0.1954072318
898	0.19505622
899	0.1947222731
900	0.1945267381
901	0.1943501826
902	0.1940317185
903	0.1938651467
904	0.1935568631
905	0.1933381833
906	0.1930855346
907	0.1928348542
908	0.1926802945
909	0.1925684256
910	0.1922730396
911	0.1920195807
912	0.19184118
913	0.1915611825
914	0.1913547744
915	0.1910452936
916	0.1909126203
917	0.1906394087
918	0.1903444107
919	0.1901348349
920	0.1899064217
921	0.1895996826
922	0.1893983882
923	0.1892588152
924	0.189029495
925	0.1887892149
926	0.1884653117
927	0.1882411133
928	0.1879763478
929	0.1877172653
930	0.1875160089
931	0.187324485
932	0.1871205541
933	0.186961393
934	0.1868120207
935	0.1865616859
936	0.1862672098
937	0.18610079
938	0.1859050478
939	0.1856109416
940	0.1853940407
941	0.1851812746
942	0.1848986584
943	0.1845464113
944	0.184300867
945	0.1841016582
946	0.1838781288
947	0.1837159807
948	0.1836172486
949	0.1833970562
950	0.1832152637
951	0.1829989259
952	0.1827796346
953	0.1826125315
954	0.1824079809
955	0.1821232242
956	0.1819220499
957	0.1815733453
958	0.1814157156
959	0.181240301
960	0.1810278584
961	0.18087873
962	0.1806120778
963	0.1803626761
964	0.1801846031
965	0.1799838149
966	0.1797585802
967	0.1794842041
968	0.1791776055
969	0.1789355152
970	0.1786353611
971	0.1784688915
972	0.1782192994
973	0.1778888479
974	0.1776984567
975	0.1775106387
976	0.1773571577
977	0.1772175151
978	0.1769454677
979	0.1766231079
980	0.1764110103
981	0.1761850944
982	0.1758915345
983	0.1756813334
984	0.1755200083
985	0.1752476042
986	0.1749708239
987	0.1747893164
988	0.1745658221
989	0.1743924201
990	0.1740878441
991	0.1739313774
992	0.1736989034
993	0.1734338709
994	0.1731775565
995	0.1729233244
996	0.1727765132
997	0.1725555974
998	0.172363447
999	0.1720864158
