iter	Passed	Remaining
561	8326	6489
562	8341	6474
563	8355	6459
564	8368	6443
565	8380	6425
566	8393	6410
567	8407	6394
568	8431	6386
569	8445	6371
570	8459	6355
571	8475	6341
572	8490	6326
573	8504	6311
574	8520	6297
575	8535	6283
576	8549	6267
577	8562	6251
578	8574	6234
579	8591	6221
580	8605	6205
581	8618	6189
582	8632	6174
583	8646	6159
584	8660	6143
585	8672	6126
586	8685	6111
587	8699	6095
588	8711	6078
589	8724	6062
590	8736	6046
591	8751	6031
592	8765	6016
593	8780	6001
594	8793	5985
595	8812	5973
596	8828	5959
597	8843	5944
598	8854	5927
599	8867	5911
600	8881	5896
601	8894	5880
602	8909	5865
603	8923	5850
604	8936	5834
605	8949	5818
606	8963	5803
607	8976	5787
608	8989	5771
609	9000	5754
610	9012	5738
611	9025	5722
612	9045	5710
613	9061	5696
614	9078	5683
615	9094	5669
616	9110	5655
617	9126	5641
618	9143	5628
619	9158	5613
620	9172	5598
621	9188	5584
622	9204	5569
623	9218	5554
624	9233	5539
625	9253	5528
626	9269	5514
627	9286	5501
628	9307	5489
629	9322	5475
630	9337	5460
631	9353	5446
632	9368	5431
633	9381	5415
634	9394	5400
635	9405	5383
636	9419	5367
637	9434	5352
638	9454	5341
639	9468	5326
640	9482	5310
641	9495	5295
642	9509	5279
643	9521	5263
644	9535	5248
645	9549	5232
646	9563	5217
647	9575	5201
648	9585	5184
649	9615	5177
650	9661	5179
651	9680	5166
652	9704	5156
653	9724	5144
654	9743	5132
655	9764	5120
656	9786	5109
657	9818	5103
658	9862	5103
659	9879	5089
660	9898	5076
661	9915	5062
662	9930	5047
663	9949	5034
664	9965	5020
665	9987	5008
666	10009	4997
667	10035	4987
668	10055	4974
669	10075	4962
670	10090	4947
671	10106	4932
672	10120	4917
673	10136	4902
674	10152	4888
675	10169	4873
676	10183	4858
677	10198	4843
678	10210	4827
679	10222	4810
680	10236	4795
681	10250	4779
682	10267	4765
683	10283	4750
684	10295	4734
685	10307	4717
686	10319	4701
687	10332	4685
688	10344	4669
689	10357	4653
690	10368	4636
691	10381	4620
692	10394	4604
693	10406	4588
694	10418	4572
695	10431	4556
696	10444	4540
697	10458	4524
698	10471	4509
699	10481	4492
700	10494	4476
701	10506	4460
702	10519	4444
703	10529	4427
704	10542	4411
705	10555	4395
706	10567	4379
707	10578	4362
708	10589	4346
709	10601	4330
710	10612	4313
711	10626	4298
712	10640	4282
713	10653	4267
714	10665	4251
715	10678	4235
716	10691	4219
717	10703	4203
718	10715	4187
719	10726	4171
720	10738	4155
721	10751	4139
722	10765	4124
723	10783	4110
724	10797	4095
725	10808	4079
726	10821	4063
727	10834	4048
728	10848	4032
729	10860	4016
730	10873	4001
731	10886	3985
732	10899	3970
733	10914	3955
734	10928	3940
735	10940	3924
736	10951	3908
737	10964	3892
738	10977	3877
739	10991	3861
740	11003	3845
741	11014	3829
742	11028	3814
743	11045	3800
744	11060	3785
745	11071	3769
746	11083	3753
747	11095	3737
748	11107	3722
749	11120	3706
750	11132	3690
751	11143	3675
752	11157	3659
753	11170	3644
754	11185	3629
755	11196	3613
756	11208	3598
757	11225	3583
758	11237	3568
759	11252	3553
760	11264	3537
761	11275	3521
762	11289	3506
763	11302	3491
764	11315	3476
765	11327	3460
766	11339	3444
767	11353	3429
768	11367	3414
769	11378	3398
770	11390	3383
771	11403	3367
772	11416	3352
773	11428	3337
774	11440	3321
775	11452	3305
776	11465	3290
777	11477	3275
778	11487	3259
779	11501	3243
780	11513	3228
781	11527	3213
782	11538	3197
783	11548	3181
784	11561	3166
785	11572	3150
786	11595	3138
787	11606	3122
788	11617	3106
789	11632	3092
790	11643	3076
791	11655	3061
792	11666	3045
793	11677	3029
794	11689	3014
795	11702	2999
796	11720	2985
797	11734	2970
798	11746	2954
799	11758	2939
800	11769	2924
801	11780	2908
802	11794	2893
803	11807	2878
804	11824	2864
805	11836	2848
806	11848	2833
807	11859	2818
808	11871	2802
809	11884	2787
810	11895	2772
811	11907	2756
812	11928	2743
813	11941	2728
814	11960	2714
815	11974	2700
816	11989	2685
817	12002	2670
818	12014	2655
819	12026	2639
820	12038	2624
821	12050	2609
822	12063	2594
823	12073	2578
824	12086	2563
825	12099	2548
826	12112	2533
827	12124	2518
828	12137	2503
829	12150	2488
830	12168	2474
831	12181	2459
832	12194	2444
833	12206	2429
834	12218	2414
835	12231	2399
836	12242	2384
837	12253	2368
838	12264	2353
839	12276	2338
840	12290	2323
841	12303	2308
842	12315	2293
843	12329	2278
844	12351	2265
845	12363	2250
846	12378	2235
847	12390	2221
848	12403	2206
849	12414	2190
850	12430	2176
851	12444	2161
852	12457	2146
853	12471	2132
854	12482	2116
855	12494	2101
856	12506	2086
857	12520	2072
858	12532	2057
859	12543	2042
860	12555	2026
861	12567	2012
862	12579	1996
863	12590	1981
864	12602	1966
865	12614	1951
866	12626	1936
867	12638	1922
868	12650	1907
869	12664	1892
870	12677	1877
871	12691	1863
872	12705	1848
873	12720	1833
874	12733	1819
875	12745	1804
876	12757	1789
877	12772	1774
878	12784	1759
879	12800	1745
880	12816	1731
881	12830	1716
882	12842	1701
883	12853	1686
884	12865	1671
885	12877	1656
886	12889	1642
887	12901	1627
888	12914	1612
889	12928	1597
890	12943	1583
891	12956	1568
892	12967	1553
893	12981	1539
894	12995	1524
895	13007	1509
896	13019	1495
897	13031	1480
898	13044	1465
899	13058	1450
900	13071	1436
901	13084	1421
902	13096	1406
903	13109	1392
904	13121	1377
905	13134	1362
906	13150	1348
907	13162	1333
908	13187	1320
909	13198	1305
910	13210	1290
911	13226	1276
912	13251	1262
913	13262	1247
914	13273	1233
915	13285	1218
916	13299	1203
917	13311	1189
918	13323	1174
919	13336	1159
920	13349	1145
921	13362	1130
922	13375	1115
923	13389	1101
924	13402	1086
925	13415	1072
926	13427	1057
927	13439	1042
928	13454	1028
929	13467	1013
930	13481	999
931	13493	984
932	13503	969
933	13515	955
934	13527	940
935	13538	925
936	13549	911
937	13561	896
938	13571	881
939	13584	867
940	13597	852
941	13608	837
942	13618	823
943	13629	808
944	13644	794
945	13656	779
946	13669	765
947	13689	750
948	13702	736
949	13715	721
950	13728	707
951	13742	692
952	13755	678
953	13770	664
954	13785	649
955	13797	635
956	13810	620
957	13824	606
958	13839	591
959	13852	577
960	13863	562
961	13876	548
962	13889	533
963	13901	519
964	13913	504
965	13944	490
966	13970	476
967	14002	462
968	14023	448
969	14040	434
970	14060	419
971	14079	405
972	14097	391
973	14118	376
974	14151	362
975	14174	348
976	14191	334
977	14202	319
978	14216	304
979	14241	290
980	14258	276
981	14271	261
982	14286	247
983	14300	232
984	14314	217
985	14326	203
986	14336	188
987	14350	174
988	14363	159
989	14375	145
990	14386	130
991	14399	116
992	14412	101
993	14424	87
994	14436	72
995	14449	58
996	14461	43
997	14473	29
998	14483	14
999	14496	0
