iter	MultiClass
171	0.7045622424
172	0.7024202874
173	0.7010162581
174	0.6989563346
175	0.6972869999
176	0.6962875522
177	0.6950232425
178	0.6927010266
179	0.6909521602
180	0.688667606
181	0.6876195788
182	0.6857513445
183	0.6844098814
184	0.6824109912
185	0.6809817364
186	0.6798331297
187	0.6779256754
188	0.6767017229
189	0.6753719785
190	0.673253273
191	0.6710996936
192	0.6692187468
193	0.6672550932
194	0.6653463589
195	0.6628657508
196	0.6615701402
197	0.6594119239
198	0.6582104422
199	0.6569069036
200	0.6551581287
201	0.6542592365
202	0.6525484466
203	0.6511139594
204	0.6501971848
205	0.6490812164
206	0.6479695184
207	0.6459378474
208	0.6446778129
209	0.6426607155
210	0.6414584379
211	0.640233647
212	0.6382146248
213	0.6365463319
214	0.6350174491
215	0.6329376967
216	0.6320636201
217	0.6302025936
218	0.6286092049
219	0.6273198392
220	0.6256608808
221	0.6234544736
222	0.6219707838
223	0.6209932386
224	0.6194670636
225	0.617628956
226	0.6166474609
227	0.6152785324
228	0.6139260159
229	0.6118750861
230	0.6106493549
231	0.609060367
232	0.6075552374
233	0.6058462468
234	0.604181491
235	0.6023793697
236	0.6009010838
237	0.5998021388
238	0.598873534
239	0.5970819132
240	0.5955589542
241	0.594233145
242	0.5927192304
243	0.5912532856
244	0.5895803948
245	0.587986094
246	0.585848989
247	0.584255952
248	0.5830129454
249	0.5818546734
250	0.5810988344
251	0.5797093969
252	0.5785104071
253	0.5768537057
254	0.5758854261
255	0.5745885731
256	0.5733251038
257	0.5723661218
258	0.570887237
259	0.5697800133
260	0.5685496615
261	0.5671403691
262	0.5659397481
263	0.5638821335
264	0.5621151615
265	0.560645744
266	0.5594321308
267	0.5583464462
268	0.5563537906
269	0.5551948506
270	0.5537938981
271	0.5528133161
272	0.5520281636
273	0.5513269958
274	0.5505210361
275	0.5493610692
276	0.5485772058
277	0.54735625
278	0.5464607217
279	0.5456419437
280	0.5442760717
281	0.5433979564
282	0.5419999346
283	0.5408554625
284	0.5393923
285	0.5379002924
286	0.5368988563
287	0.5356926781
288	0.5347983646
289	0.5331332014
290	0.5322241485
291	0.5310546201
292	0.5299026076
293	0.5289623167
294	0.5274896833
295	0.526240222
296	0.5248293846
297	0.523981331
298	0.5228188983
299	0.5217674993
300	0.5206683939
301	0.5197262473
302	0.5184929979
303	0.5173898153
304	0.5164303707
305	0.5155021763
306	0.5144265946
307	0.5134359838
308	0.5130387316
309	0.5123674737
310	0.5112913992
311	0.5103964138
312	0.509492397
313	0.5083599778
314	0.5073668823
315	0.5064565847
316	0.5051332605
317	0.5040629098
318	0.5030831849
319	0.5021311523
320	0.5011500406
321	0.5004001752
322	0.4995586469
323	0.4980022013
324	0.4969715604
325	0.4959165517
326	0.4952184034
327	0.4940125366
328	0.4927836731
329	0.4916756142
330	0.4905711651
331	0.4896991877
332	0.488805553
333	0.4876026992
334	0.4867087106
335	0.4856236411
336	0.4846359713
337	0.4838398785
338	0.4830326065
339	0.4816883402
340	0.4807462762
341	0.4797826997
342	0.4790766356
343	0.4779902532
344	0.4769075755
345	0.4758881801
346	0.4748501433
347	0.4736980347
348	0.4727776677
349	0.4717318516
350	0.4708206639
351	0.4701841108
352	0.4688767739
353	0.4678628389
354	0.467237702
355	0.4661500086
356	0.4653757895
357	0.4643126511
358	0.4632590194
359	0.4621095846
360	0.460904813
361	0.459738764
362	0.4589027308
363	0.457536429
364	0.4566343911
365	0.4556498452
366	0.4544957017
367	0.4537711718
368	0.4527501376
369	0.4518814324
370	0.4512270993
371	0.449946099
372	0.4487689546
373	0.447688812
374	0.446936362
375	0.446252989
376	0.4451235499
377	0.4440451546
378	0.4430588184
379	0.441862335
380	0.4409186181
381	0.440430898
382	0.4394462566
383	0.4386626918
384	0.4381222672
385	0.4368737914
386	0.4361807063
387	0.4353863156
388	0.4342719434
389	0.4337610136
390	0.4330404315
391	0.431685201
392	0.4310646936
393	0.4304335086
394	0.4296505913
395	0.4287212541
396	0.4282450388
397	0.427291704
398	0.4266672816
399	0.4257803461
400	0.4248365465
401	0.424217707
402	0.4235332161
403	0.4228418723
404	0.4222425217
405	0.4210466791
406	0.4200644946
407	0.419284615
408	0.4182531167
409	0.4175435195
410	0.4168508985
411	0.4159549478
412	0.4147453614
413	0.4138369375
414	0.4131034723
415	0.4124290168
416	0.4114253879
417	0.4103929607
418	0.4092669986
419	0.4084970326
420	0.4079656161
421	0.4071176187
422	0.4065967006
423	0.4058513079
424	0.4052462496
425	0.4044618348
426	0.4036829787
427	0.4029280176
428	0.4018907778
429	0.4008741459
430	0.4000998312
431	0.3991134975
432	0.3985862091
433	0.3977825936
434	0.3969432301
435	0.3960551419
436	0.3952887099
437	0.3949415634
438	0.3938239747
439	0.3929195067
440	0.3922264697
441	0.391575638
442	0.3907967243
443	0.3901128327
444	0.389298075
445	0.3884933821
446	0.387731339
447	0.386796974
448	0.3860579412
449	0.3855916691
450	0.3848188333
451	0.3844861098
452	0.3838625312
453	0.3832033496
454	0.3823478833
455	0.3814081735
456	0.3807936246
457	0.3803579338
458	0.3796616296
459	0.378947457
460	0.3781626191
461	0.3774406345
462	0.3769482154
463	0.3764365891
464	0.3758389145
465	0.3751866932
466	0.3744576722
467	0.3739162096
468	0.3730260936
469	0.3725010995
470	0.3718506685
471	0.3710668333
472	0.3703878088
473	0.3699805998
474	0.3691095847
475	0.3683959978
476	0.3675071424
477	0.3669887665
478	0.3665647239
479	0.3658975999
480	0.3650760717
481	0.3641994685
482	0.3634657073
483	0.3627292958
484	0.362070787
485	0.3615852513
486	0.3609532438
487	0.3603045864
488	0.3597130525
489	0.3590110342
490	0.3581469556
491	0.3575064093
492	0.3567963042
493	0.3561520313
494	0.3556426032
495	0.3550489949
496	0.3544669872
497	0.3539595867
498	0.3532696734
499	0.3522402739
500	0.3515927118
501	0.3508233224
502	0.350200732
503	0.3495323292
504	0.3489430466
505	0.3484451804
506	0.3480223307
507	0.3474818824
508	0.3470530856
509	0.3466660369
510	0.3462435205
511	0.3454811736
512	0.3449779714
513	0.3443028011
514	0.3435306572
515	0.3429224416
516	0.3424749382
517	0.3418687914
518	0.341102743
519	0.3407513054
520	0.340164594
521	0.3396037544
522	0.3390205855
523	0.3384657056
524	0.3379958916
525	0.3374844328
526	0.3366442272
527	0.3360652322
528	0.3352834818
529	0.334435897
530	0.3339824335
531	0.3334080919
532	0.3329649686
533	0.3326764976
534	0.3321981685
535	0.3317948286
536	0.3312825829
537	0.3307733768
538	0.3301041952
539	0.3294404171
540	0.3290012774
541	0.3286684999
542	0.3280417077
543	0.327629198
544	0.3271330656
545	0.3266132983
546	0.3261146332
547	0.3255832244
548	0.3249080826
549	0.3243763273
550	0.3240127294
551	0.3234182336
552	0.3231384938
553	0.3226133364
554	0.3222742002
555	0.3216416216
556	0.3210056905
557	0.3205062546
558	0.3201076271
559	0.3194373947
560	0.319015848
561	0.3186528851
562	0.317987204
563	0.3174466975
564	0.3168976619
565	0.3165663118
566	0.3160252747
567	0.3156416064
568	0.3152109558
569	0.3148023876
570	0.3142177742
571	0.3137100544
572	0.3132171228
573	0.3127749416
574	0.3120591435
575	0.3113910013
576	0.311076596
577	0.3103371589
578	0.30980151
579	0.3093278887
580	0.3087947196
581	0.3084838093
582	0.307998011
583	0.3074368576
584	0.3069870562
585	0.3065239462
586	0.3060600125
587	0.3058819633
588	0.3055360762
589	0.3049208068
590	0.3044059278
591	0.3040459422
592	0.3035091958
593	0.302922179
594	0.3022500354
595	0.3017264887
596	0.3011381181
597	0.3005006297
598	0.3000636495
599	0.2996037878
600	0.299336255
601	0.2985104874
602	0.2977716515
603	0.2974024535
604	0.2968484466
605	0.2964174721
606	0.2959004621
607	0.2954713453
608	0.2951350372
609	0.2947297454
610	0.2941929863
611	0.2936749713
612	0.2930732751
613	0.292672406
614	0.2922440312
615	0.2915978373
616	0.2911998129
617	0.2907816992
618	0.2904488288
619	0.2898538442
620	0.2895316102
621	0.2891311771
622	0.288622112
623	0.2882119946
624	0.2879700318
625	0.2873446921
626	0.2868534974
627	0.2864610935
628	0.2858698847
629	0.2855125608
630	0.284960273
631	0.2844290264
632	0.2837989621
633	0.2834025379
634	0.2828989543
635	0.2826903545
636	0.2823138478
637	0.2819914305
638	0.2814211327
639	0.2808739367
640	0.2806245272
641	0.2801432335
642	0.2795319009
643	0.2790390755
644	0.2785310616
645	0.2780831804
646	0.277555461
647	0.2771498361
648	0.2768587814
649	0.2764865345
650	0.2758312256
651	0.2753192399
652	0.2748290093
653	0.2743942311
654	0.2739312247
655	0.2736091966
656	0.2731591544
657	0.2728276065
658	0.2724687815
659	0.2720577079
660	0.2716527362
661	0.2711263692
662	0.2706777558
663	0.2703364036
664	0.2699582146
665	0.2695682707
666	0.2690097078
667	0.2686458232
668	0.2682264638
669	0.2677442041
670	0.2673228954
671	0.266694938
672	0.2661879092
673	0.2656282525
674	0.2649061248
675	0.2646286479
676	0.2640961754
677	0.2636105828
678	0.2632735451
679	0.2628896234
680	0.262462504
681	0.2618984655
682	0.261452399
683	0.2610826029
684	0.2606844343
685	0.2602851803
686	0.259940283
687	0.2595864305
688	0.2590635801
689	0.2585743843
690	0.2582937408
691	0.2578440183
692	0.2574103688
693	0.2570119277
694	0.256561245
695	0.2560905919
696	0.2558719544
697	0.2554473951
698	0.2551304448
699	0.2548255345
700	0.254488717
701	0.2541850554
702	0.2539161563
703	0.25351145
704	0.2532513937
705	0.2529604268
706	0.2526768749
707	0.2523578232
708	0.2518960604
709	0.2516750068
710	0.2514778197
711	0.2509480844
712	0.2504047506
713	0.2501955319
714	0.2497349103
715	0.2494023445
716	0.2489846751
717	0.2485602701
718	0.248360018
719	0.2479712459
720	0.2476078971
721	0.2472370041
722	0.2467829201
723	0.2464153615
724	0.2459917161
725	0.245765762
726	0.2453091271
727	0.245055499
728	0.2446776877
729	0.2443297614
730	0.2440347811
731	0.2435760449
732	0.2432536627
733	0.2430329039
734	0.2425547227
735	0.2422664611
736	0.2419021529
737	0.2415729143
738	0.2411534465
739	0.2407485782
740	0.2404674961
741	0.2401952679
742	0.2400059634
743	0.2396653344
744	0.2394165292
745	0.2391443883
746	0.2389607462
747	0.2386198691
748	0.2384391448
749	0.2380200716
750	0.2376613315
751	0.2373835507
752	0.2369840792
753	0.2365509211
754	0.2360607231
755	0.2357661753
756	0.2354851845
757	0.2351039009
758	0.2347846911
759	0.2345800535
760	0.2343270357
761	0.2341158992
762	0.2338219751
763	0.2335923904
764	0.2332198664
765	0.2328566138
766	0.2324113544
767	0.2321067204
768	0.231714552
769	0.231421472
770	0.2309149477
771	0.2304919093
772	0.2301424093
773	0.2297788063
774	0.2294539036
775	0.2290248557
776	0.2287912835
777	0.2285628359
778	0.2283300268
779	0.2279242758
780	0.2276000506
781	0.2273034056
782	0.2269772845
783	0.2267418234
784	0.2265420969
785	0.2261761473
786	0.2257828921
787	0.2253928799
788	0.224932102
789	0.2245211615
790	0.224159389
791	0.2239446172
792	0.2237031612
793	0.2233595407
794	0.2229299904
795	0.2226080538
796	0.222336973
797	0.2220770992
798	0.2218133827
799	0.221452351
800	0.2210748039
801	0.220766601
802	0.2204636009
803	0.2200047283
804	0.2195835067
805	0.2193411057
806	0.2189128401
807	0.2184474723
808	0.2179980794
809	0.2176470204
810	0.2174379421
811	0.2171806794
812	0.2170124748
813	0.2165855927
814	0.2162402269
815	0.2159394224
816	0.2155877759
817	0.215423968
818	0.2150722301
819	0.2147873326
820	0.214530096
821	0.2142198393
822	0.2137825732
823	0.2135457529
824	0.2133292286
825	0.2131475222
826	0.2127729949
827	0.2124583869
828	0.2121405334
829	0.211862731
830	0.2116011697
831	0.2112970339
832	0.2109003683
833	0.2105159918
834	0.2102334686
835	0.2099091458
836	0.2096114252
837	0.2092510307
838	0.2090441554
839	0.2088357212
840	0.2084874442
841	0.20816684
842	0.2078560653
843	0.2076757398
844	0.2074949164
845	0.2072547126
846	0.2068850775
847	0.2066793411
848	0.2063677788
849	0.2061270536
850	0.2058335884
851	0.2055510363
852	0.2052192204
853	0.2049342727
854	0.2046363298
855	0.2043975952
856	0.2040847796
857	0.2038637212
858	0.2034268117
859	0.2032075675
860	0.2029049499
861	0.2026787367
862	0.2023907114
863	0.2021755047
864	0.2019152394
865	0.201590895
866	0.2013111067
867	0.2010069598
868	0.2007063958
869	0.2004129381
870	0.2000738025
871	0.1998574004
872	0.1995088192
873	0.1992168768
874	0.1990334859
875	0.1986349542
876	0.1984307996
877	0.1981550791
878	0.1979056133
879	0.1976648181
880	0.1973965338
881	0.1970385044
882	0.196702923
883	0.1964668564
884	0.1962814452
885	0.1960558613
886	0.1957655079
887	0.1953777365
888	0.1950668476
889	0.1947877937
890	0.1944450608
891	0.1942978421
892	0.194130253
893	0.1938985086
894	0.1935960565
895	0.1934168017
896	0.1931184395
897	0.1928432696
898	0.1926949894
899	0.1924175822
900	0.1920430768
901	0.1917855496
902	0.1915335399
903	0.1913536682
904	0.191178722
905	0.1909200909
906	0.1906974251
907	0.1905366383
908	0.190250423
909	0.1900187108
910	0.1897887635
911	0.1895360749
912	0.1894240143
913	0.189147285
914	0.1889969153
915	0.1888595803
916	0.1885769521
917	0.1883609968
918	0.1881762232
919	0.1878820319
920	0.1876947569
921	0.1873573557
922	0.1871634152
923	0.1869161372
924	0.1865825908
925	0.1863818447
926	0.1861112376
927	0.1858225123
928	0.1856141711
929	0.1853489758
930	0.1851805097
931	0.184962018
932	0.1847231788
933	0.1845920858
934	0.1843700707
935	0.1841975093
936	0.1839046678
937	0.1836255825
938	0.1834554699
939	0.1832546825
940	0.1830302168
941	0.1828641551
942	0.1826736526
943	0.1824365984
944	0.1821717653
945	0.181923108
946	0.1816848089
947	0.1814801644
948	0.1813593597
949	0.1811462601
950	0.1809564678
951	0.1807128261
952	0.1803580173
953	0.1802322069
954	0.180003945
955	0.1796723792
956	0.1793950485
957	0.1791578615
958	0.1789045736
959	0.1787355668
960	0.178382
961	0.178109422
962	0.1778563256
963	0.1775652761
964	0.1773011368
965	0.1771193801
966	0.1768547407
967	0.1765763443
968	0.1763456959
969	0.1761751089
970	0.1759846801
971	0.1757301871
972	0.1755372951
973	0.1753970947
974	0.1752458302
975	0.1749417461
976	0.1747547118
977	0.1745005704
978	0.1743925372
979	0.1740973017
980	0.1738864028
981	0.1736486281
982	0.1734480818
983	0.1731325499
984	0.1730353509
985	0.1728628695
986	0.1726904653
987	0.1723953179
988	0.1722407844
989	0.1720612078
990	0.1718953416
991	0.1717032711
992	0.1715366515
993	0.1712987127
994	0.1710173493
995	0.1708281471
996	0.1706680851
997	0.1703493514
998	0.1700897349
999	0.1698791849
